year,scenario,gas,value
2087,SSP2-4.5,n2o_ppb,263.00031099150533
2088,SSP2-4.5,n2o_ppb,261.67636821064826
2089,SSP2-4.5,n2o_ppb,262.2009394407738
2090,SSP2-4.5,n2o_ppb,261.36087180420077
2091,SSP2-4.5,n2o_ppb,263.06110191340787
2092,SSP2-4.5,n2o_ppb,262.64763550135757
2093,SSP2-4.5,n2o_ppb,262.4393953437743
2094,SSP2-4.5,n2o_ppb,263.1002857317086
2095,SSP2-4.5,n2o_ppb,260.3982999751054
2096,SSP2-4.5,n2o_ppb,262.84182198446103
2097,SSP2-4.5,n2o_ppb,263.8985018980923
2098,SSP2-4.5,n2o_ppb,261.9947566574933
2099,SSP2-4.5,n2o_ppb,262.32513392871977
2100,SSP2-4.5,n2o_ppb,263.2085232094209
2015,SSP3-7.0,n2o_ppb,228.28987386610757
2016,SSP3-7.0,n2o_ppb,229.77876286055206
2017,SSP3-7.0,n2o_ppb,229.27598922619123
2018,SSP3-7.0,n2o_ppb,229.97880482959044
2019,SSP3-7.0,n2o_ppb,232.24047407647325
2020,SSP3-7.0,n2o_ppb,230.8403415382016
2021,SSP3-7.0,n2o_ppb,231.8446143357052
2022,SSP3-7.0,n2o_ppb,231.67145841250348
2023,SSP3-7.0,n2o_ppb,232.87512511896153
2024,SSP3-7.0,n2o_ppb,233.87109128725834
2025,SSP3-7.0,n2o_ppb,234.84447695086556
2026,SSP3-7.0,n2o_ppb,234.8907368807083
2027,SSP3-7.0,n2o_ppb,236.33433815957818
2028,SSP3-7.0,n2o_ppb,236.09270390272215
2029,SSP3-7.0,n2o_ppb,237.40198570951978
2030,SSP3-7.0,n2o_ppb,238.53035636382938
2031,SSP3-7.0,n2o_ppb,237.57652494300066
2032,SSP3-7.0,n2o_ppb,240.39941581985505
2033,SSP3-7.0,n2o_ppb,239.56938193541416
2034,SSP3-7.0,n2o_ppb,240.79523653618648
2035,SSP3-7.0,n2o_ppb,240.67315036325732
2036,SSP3-7.0,n2o_ppb,242.77548757479275
2037,SSP3-7.0,n2o_ppb,241.7129040024707
2038,SSP3-7.0,n2o_ppb,242.3838567268981
2039,SSP3-7.0,n2o_ppb,244.71811216323454
2040,SSP3-7.0,n2o_ppb,245.32982917705917
2041,SSP3-7.0,n2o_ppb,245.17844156113608
2042,SSP3-7.0,n2o_ppb,245.7890017178211
2043,SSP3-7.0,n2o_ppb,247.24607550414237
2044,SSP3-7.0,n2o_ppb,246.87253766860957
2045,SSP3-7.0,n2o_ppb,249.06521593113587
2046,SSP3-7.0,n2o_ppb,249.50347225639862
2047,SSP3-7.0,n2o_ppb,248.83638219242403
2048,SSP3-7.0,n2o_ppb,250.91340195890436
2049,SSP3-7.0,n2o_ppb,250.64173267801027
2050,SSP3-7.0,n2o_ppb,253.48666528462763
2051,SSP3-7.0,n2o_ppb,251.0118129090649
2052,SSP3-7.0,n2o_ppb,254.39809270723458
2053,SSP3-7.0,n2o_ppb,254.4467979086057
2054,SSP3-7.0,n2o_ppb,254.8588049492549
2055,SSP3-7.0,n2o_ppb,255.23696905290464
2056,SSP3-7.0,n2o_ppb,259.57488597182146
2057,SSP3-7.0,n2o_ppb,258.2776942018315
2058,SSP3-7.0,n2o_ppb,257.3939886363155
2059,SSP3-7.0,n2o_ppb,261.4108438334269
2060,SSP3-7.0,n2o_ppb,258.3348351936606
2061,SSP3-7.0,n2o_ppb,261.00649309111884
2062,SSP3-7.0,n2o_ppb,261.60384575346046
2063,SSP3-7.0,n2o_ppb,263.2531826840523
2064,SSP3-7.0,n2o_ppb,262.6265312150583
2065,SSP3-7.0,n2o_ppb,263.9781697245649
2066,SSP3-7.0,n2o_ppb,265.4469409833991
2067,SSP3-7.0,n2o_ppb,265.3739022588523
2068,SSP3-7.0,n2o_ppb,266.5528433548329
2069,SSP3-7.0,n2o_ppb,266.62517251933707
2070,SSP3-7.0,n2o_ppb,268.7683912115395
2071,SSP3-7.0,n2o_ppb,269.26099096151563
2072,SSP3-7.0,n2o_ppb,269.31450067992023
2073,SSP3-7.0,n2o_ppb,271.1280266176255
2074,SSP3-7.0,n2o_ppb,271.08721002175207
2075,SSP3-7.0,n2o_ppb,273.353406499064
2076,SSP3-7.0,n2o_ppb,274.4630771155062
2077,SSP3-7.0,n2o_ppb,275.6681060666747
2078,SSP3-7.0,n2o_ppb,276.51556399096546
2079,SSP3-7.0,n2o_ppb,277.26803242172724
2080,SSP3-7.0,n2o_ppb,277.3670459960229
2081,SSP3-7.0,n2o_ppb,278.926228931149
2082,SSP3-7.0,n2o_ppb,279.6996018677227
2083,SSP3-7.0,n2o_ppb,278.9348789600383
2084,SSP3-7.0,n2o_ppb,280.4960994486397
2085,SSP3-7.0,n2o_ppb,281.5306446257793
2086,SSP3-7.0,n2o_ppb,282.9450539466615
2087,SSP3-7.0,n2o_ppb,284.5855595231454
2088,SSP3-7.0,n2o_ppb,282.6537398234887
2089,SSP3-7.0,n2o_ppb,283.1380888116138
2090,SSP3-7.0,n2o_ppb,285.6501944608518
2091,SSP3-7.0,n2o_ppb,287.31181103585703
2092,SSP3-7.0,n2o_ppb,288.0374973890718
2093,SSP3-7.0,n2o_ppb,287.3180771698882
2094,SSP3-7.0,n2o_ppb,287.7314833248276
2095,SSP3-7.0,n2o_ppb,289.4726641003939
2096,SSP3-7.0,n2o_ppb,292.7783018964867
2097,SSP3-7.0,n2o_ppb,291.89484418527184
2098,SSP3-7.0,n2o_ppb,293.53053043210184
2099,SSP3-7.0,n2o_ppb,294.03232830280854
2100,SSP3-7.0,n2o_ppb,295.49245769627174
2015,SSP5-8.5,n2o_ppb,229.37481404781394
2016,SSP5-8.5,n2o_ppb,229.8118796791308
2017,SSP5-8.5,n2o_ppb,229.16578615997972
2018,SSP5-8.5,n2o_ppb,230.4357094617382
2019,SSP5-8.5,n2o_ppb,230.8261579847602
2020,SSP5-8.5,n2o_ppb,231.8444265960687
2021,SSP5-8.5,n2o_ppb,232.38845504760226
2022,SSP5-8.5,n2o_ppb,231.41218760603576
2023,SSP5-8.5,n2o_ppb,233.13941320639984
2024,SSP5-8.5,n2o_ppb,233.29851742599985
2025,SSP5-8.5,n2o_ppb,234.5512366589971
2026,SSP5-8.5,n2o_ppb,235.1745180399986
2027,SSP5-8.5,n2o_ppb,235.0171877134069
2028,SSP5-8.5,n2o_ppb,235.82256707269562
2029,SSP5-8.5,n2o_ppb,236.23037918518833
2030,SSP5-8.5,n2o_ppb,237.28672312810744
2031,SSP5-8.5,n2o_ppb,238.52950053640535
2032,SSP5-8.5,n2o_ppb,238.92114080084735
2033,SSP5-8.5,n2o_ppb,238.71033065886814
2034,SSP5-8.5,n2o_ppb,240.2789234927552
2035,SSP5-8.5,n2o_ppb,240.98140796220792
2036,SSP5-8.5,n2o_ppb,239.7784300195028
2037,SSP5-8.5,n2o_ppb,241.12479534140823
2038,SSP5-8.5,n2o_ppb,243.2268960840298
2039,SSP5-8.5,n2o_ppb,242.11884766666745
2040,SSP5-8.5,n2o_ppb,242.8920885564937
2041,SSP5-8.5,n2o_ppb,244.78376861592125
2042,SSP5-8.5,n2o_ppb,245.36000368032546
2043,SSP5-8.5,n2o_ppb,245.7748959772689
2044,SSP5-8.5,n2o_ppb,245.93232538971068
2045,SSP5-8.5,n2o_ppb,247.04353507024595
2046,SSP5-8.5,n2o_ppb,248.9063173110963
2047,SSP5-8.5,n2o_ppb,248.4848735137965
2048,SSP5-8.5,n2o_ppb,248.1496884075516
2049,SSP5-8.5,n2o_ppb,249.80530309284057
2050,SSP5-8.5,n2o_ppb,250.0058843124039
2051,SSP5-8.5,n2o_ppb,250.22889594047243
2052,SSP5-8.5,n2o_ppb,250.60966527094556
2053,SSP5-8.5,n2o_ppb,250.93676624990184
2054,SSP5-8.5,n2o_ppb,252.24865133192841
2055,SSP5-8.5,n2o_ppb,250.39999993615453
2056,SSP5-8.5,n2o_ppb,253.14928197107145
2057,SSP5-8.5,n2o_ppb,254.5699545698074
2058,SSP5-8.5,n2o_ppb,255.52877061106713
2059,SSP5-8.5,n2o_ppb,253.4333545670134
2060,SSP5-8.5,n2o_ppb,255.81509131713676
2061,SSP5-8.5,n2o_ppb,255.14911366625603
2062,SSP5-8.5,n2o_ppb,256.3969064485319
2063,SSP5-8.5,n2o_ppb,257.9656305861669
2064,SSP5-8.5,n2o_ppb,255.59326521377773
2065,SSP5-8.5,n2o_ppb,256.8487977895768
2066,SSP5-8.5,n2o_ppb,258.1047518415625
2067,SSP5-8.5,n2o_ppb,258.25048935904675
2068,SSP5-8.5,n2o_ppb,260.6033453873738
2069,SSP5-8.5,n2o_ppb,259.36155345015
2070,SSP5-8.5,n2o_ppb,261.23196484552943
2071,SSP5-8.5,n2o_ppb,261.73862258985105
2072,SSP5-8.5,n2o_ppb,261.16778120425033
2073,SSP5-8.5,n2o_ppb,262.5806043509712
2074,SSP5-8.5,n2o_ppb,262.0090398856426
2075,SSP5-8.5,n2o_ppb,262.47603365508684
2076,SSP5-8.5,n2o_ppb,263.5471718484576
2077,SSP5-8.5,n2o_ppb,265.51393592726873
2078,SSP5-8.5,n2o_ppb,263.9250657987624
2079,SSP5-8.5,n2o_ppb,263.66063785534635
2080,SSP5-8.5,n2o_ppb,265.5883895234215
2081,SSP5-8.5,n2o_ppb,266.77079742695685
2082,SSP5-8.5,n2o_ppb,265.3755259684089
2083,SSP5-8.5,n2o_ppb,267.3922700083811
2084,SSP5-8.5,n2o_ppb,266.9759562408478
2085,SSP5-8.5,n2o_ppb,268.23041928889677
2086,SSP5-8.5,n2o_ppb,267.9777008397359
2087,SSP5-8.5,n2o_ppb,268.123244048132
2088,SSP5-8.5,n2o_ppb,269.99323025164324
2089,SSP5-8.5,n2o_ppb,268.5485586937257
2090,SSP5-8.5,n2o_ppb,269.5161585442948
2091,SSP5-8.5,n2o_ppb,269.804595168059
2092,SSP5-8.5,n2o_ppb,269.1475676664844
2093,SSP5-8.5,n2o_ppb,270.3060885236983
2094,SSP5-8.5,n2o_ppb,271.4563303093304
2095,SSP5-8.5,n2o_ppb,271.3592585663911
2096,SSP5-8.5,n2o_ppb,271.0136926759772
2097,SSP5-8.5,n2o_ppb,273.2651313533595
2098,SSP5-8.5,n2o_ppb,272.33303338618896
2099,SSP5-8.5,n2o_ppb,272.5957349642161
2100,SSP5-8.5,n2o_ppb,274.2905530129652
1850,Historical,rf_co2_wm2,0.11706563074516414
1851,Historical,rf_co2_wm2,0.10799149051229964
1852,Historical,rf_co2_wm2,0.10139514752407554
1853,Historical,rf_co2_wm2,0.12621278613803424
1854,Historical,rf_co2_wm2,0.12345343508989921
1855,Historical,rf_co2_wm2,0.11078211365669396
1856,Historical,rf_co2_wm2,0.10595407395927482
1857,Historical,rf_co2_wm2,0.12925851675925878
1858,Historical,rf_co2_wm2,0.12928490360034747
1859,Historical,rf_co2_wm2,0.1271118955262373
1860,Historical,rf_co2_wm2,0.13156558839195914
1861,Historical,rf_co2_wm2,0.12372815507902804
1862,Historical,rf_co2_wm2,0.13111591628019692
1863,Historical,rf_co2_wm2,0.13278086255446184
1864,Historical,rf_co2_wm2,0.1390080504158128
1865,Historical,rf_co2_wm2,0.1560642750996849
1866,Historical,rf_co2_wm2,0.1584643714631279
1867,Historical,rf_co2_wm2,0.15908510292901248
1868,Historical,rf_co2_wm2,0.15893050846026094
1869,Historical,rf_co2_wm2,0.1564386147189119
1870,Historical,rf_co2_wm2,0.1527220242465185
1871,Historical,rf_co2_wm2,0.15973696693199196
1872,Historical,rf_co2_wm2,0.17059132216213158
1873,Historical,rf_co2_wm2,0.1780789505362852
1874,Historical,rf_co2_wm2,0.1745235039443888
1875,Historical,rf_co2_wm2,0.17990458611626528
1876,Historical,rf_co2_wm2,0.1756359433272083
1877,Historical,rf_co2_wm2,0.17862630793652118
1878,Historical,rf_co2_wm2,0.18062407115847737
1879,Historical,rf_co2_wm2,0.18626911859150014
1880,Historical,rf_co2_wm2,0.1977307128903695
1881,Historical,rf_co2_wm2,0.19960119713139626
1882,Historical,rf_co2_wm2,0.19361947385912756
1883,Historical,rf_co2_wm2,0.20334240531136227
1884,Historical,rf_co2_wm2,0.21649143592283326
1885,Historical,rf_co2_wm2,0.21451150710264552
1886,Historical,rf_co2_wm2,0.21351747981715719
1887,Historical,rf_co2_wm2,0.2133850511605896
1888,Historical,rf_co2_wm2,0.22728982706498346
1889,Historical,rf_co2_wm2,0.2420885009896577
1890,Historical,rf_co2_wm2,0.2448668385221734
1891,Historical,rf_co2_wm2,0.24774405127141058
1892,Historical,rf_co2_wm2,0.25547763758170544
1893,Historical,rf_co2_wm2,0.2681483455992372
1894,Historical,rf_co2_wm2,0.2736408804546363
1895,Historical,rf_co2_wm2,0.27681433456097954
1896,Historical,rf_co2_wm2,0.28534199994365456
1897,Historical,rf_co2_wm2,0.28689693929849924
1898,Historical,rf_co2_wm2,0.2863691087571392
1899,Historical,rf_co2_wm2,0.2978195698662391
1900,Historical,rf_co2_wm2,0.31878543786693364
1901,Historical,rf_co2_wm2,0.3242108802841708
1902,Historical,rf_co2_wm2,0.3103541627431463
1903,Historical,rf_co2_wm2,0.310274079269512
1904,Historical,rf_co2_wm2,0.3275470544711135
1905,Historical,rf_co2_wm2,0.3412430633100044
1906,Historical,rf_co2_wm2,0.339263625059305
1907,Historical,rf_co2_wm2,0.33879692416704876
1908,Historical,rf_co2_wm2,0.3462245154829126
1909,Historical,rf_co2_wm2,0.36309479486306057
1910,Historical,rf_co2_wm2,0.36805567544208845
1911,Historical,rf_co2_wm2,0.3794441510388353
1912,Historical,rf_co2_wm2,0.3776742710872151
1913,Historical,rf_co2_wm2,0.3808303812579808
1914,Historical,rf_co2_wm2,0.3866486990269174
1915,Historical,rf_co2_wm2,0.40620372051840636
1916,Historical,rf_co2_wm2,0.41448292203913595
1917,Historical,rf_co2_wm2,0.4286560147117923
1918,Historical,rf_co2_wm2,0.434580805668458
1919,Historical,rf_co2_wm2,0.4531783992128319
1920,Historical,rf_co2_wm2,0.4563871560771603
1921,Historical,rf_co2_wm2,0.44662974544531936
1922,Historical,rf_co2_wm2,0.4581458545653429
1923,Historical,rf_co2_wm2,0.4799637260278271
1924,Historical,rf_co2_wm2,0.4749870712834463
1925,Historical,rf_co2_wm2,0.4683342571449194
1926,Historical,rf_co2_wm2,0.4776114545601559
1927,Historical,rf_co2_wm2,0.48515270042701414
1928,Historical,rf_co2_wm2,0.5064357986009788
1929,Historical,rf_co2_wm2,0.5070934371654361
1930,Historical,rf_co2_wm2,0.5072532456632164
1931,Historical,rf_co2_wm2,0.508804597402481
1932,Historical,rf_co2_wm2,0.5235970845675807
1933,Historical,rf_co2_wm2,0.5269446295738027
1934,Historical,rf_co2_wm2,0.5167393198298692
1935,Historical,rf_co2_wm2,0.5167466775637336
1936,Historical,rf_co2_wm2,0.5224085084637607
1937,Historical,rf_co2_wm2,0.5364135604364297
1938,Historical,rf_co2_wm2,0.5475666141278831
1939,Historical,rf_co2_wm2,0.559970606245702
1940,Historical,rf_co2_wm2,0.5768577236635563
1941,Historical,rf_co2_wm2,0.5794762402315815
1942,Historical,rf_co2_wm2,0.5766151533392537
1943,Historical,rf_co2_wm2,0.5949128330986819
1944,Historical,rf_co2_wm2,0.6068956617052873
1945,Historical,rf_co2_wm2,0.59961477069943
1946,Historical,rf_co2_wm2,0.5935950522362293
1947,Historical,rf_co2_wm2,0.607005552156834
1948,Historical,rf_co2_wm2,0.6119417849186897
1949,Historical,rf_co2_wm2,0.6025198939133928
1950,Historical,rf_co2_wm2,0.6136827981155313
1951,Historical,rf_co2_wm2,0.613221499099791
1952,Historical,rf_co2_wm2,0.6086997437649843
1953,Historical,rf_co2_wm2,0.6239092069828583
1954,Historical,rf_co2_wm2,0.6272244868072041
1955,Historical,rf_co2_wm2,0.6325043228011497
1956,Historical,rf_co2_wm2,0.630196128350969
1957,Historical,rf_co2_wm2,0.6368722786755077
1958,Historical,rf_co2_wm2,0.6523345233534397
1959,Historical,rf_co2_wm2,0.6558111449469232
1960,Historical,rf_co2_wm2,0.6574267202571112
1961,Historical,rf_co2_wm2,0.6629937942410926
1962,Historical,rf_co2_wm2,0.6744575348490007
1963,Historical,rf_co2_wm2,0.6917684598342568
1964,Historical,rf_co2_wm2,0.6916814343948783
1965,Historical,rf_co2_wm2,0.6985965326168351
1966,Historical,rf_co2_wm2,0.7110088907756476
1967,Historical,rf_co2_wm2,0.7425414339001162
1968,Historical,rf_co2_wm2,0.7467461942217605
1969,Historical,rf_co2_wm2,0.7493338048392187
1970,Historical,rf_co2_wm2,0.7698718726469262
1971,Historical,rf_co2_wm2,0.7831389579032941
1972,Historical,rf_co2_wm2,0.8096798756180901
1973,Historical,rf_co2_wm2,0.8318328461757203
1974,Historical,rf_co2_wm2,0.8545613156099302
1975,Historical,rf_co2_wm2,0.8716984173255113
1976,Historical,rf_co2_wm2,0.8890158323747901
1977,Historical,rf_co2_wm2,0.9070853870226013
1978,Historical,rf_co2_wm2,0.923054588825252
1979,Historical,rf_co2_wm2,0.9418052161211898
1980,Historical,rf_co2_wm2,0.9637701831945542
1981,Historical,rf_co2_wm2,0.9964342966349901
1982,Historical,rf_co2_wm2,1.0350684627476805
1983,Historical,rf_co2_wm2,1.0426499566016514
1984,Historical,rf_co2_wm2,1.0536513006844044
1985,Historical,rf_co2_wm2,1.0773960964100897
1986,Historical,rf_co2_wm2,1.1026690775825125
1987,Historical,rf_co2_wm2,1.1304317441002185
1988,Historical,rf_co2_wm2,1.1531156637586946
1989,Historical,rf_co2_wm2,1.1787471860231806
1990,Historical,rf_co2_wm2,1.2140308550555237
1991,Historical,rf_co2_wm2,1.2390855098229083
1992,Historical,rf_co2_wm2,1.249839949293111
1993,Historical,rf_co2_wm2,1.257425529341987
1994,Historical,rf_co2_wm2,1.2885406888333368
1995,Historical,rf_co2_wm2,1.306191561931908
1996,Historical,rf_co2_wm2,1.3204330157343238
1997,Historical,rf_co2_wm2,1.3367122982236679
1998,Historical,rf_co2_wm2,1.364877057767044
1999,Historical,rf_co2_wm2,1.3970096075175402
2000,Historical,rf_co2_wm2,1.4318736951302373
2001,Historical,rf_co2_wm2,1.4596585234244162
2002,Historical,rf_co2_wm2,1.4810447461467657
2003,Historical,rf_co2_wm2,1.4953226398207302
2004,Historical,rf_co2_wm2,1.5377502566798582
2005,Historical,rf_co2_wm2,1.5658754655993705
2006,Historical,rf_co2_wm2,1.5826515989888295
2007,Historical,rf_co2_wm2,1.6061171346603416
2008,Historical,rf_co2_wm2,1.637586129410622
2009,Historical,rf_co2_wm2,1.670929202388834
2010,Historical,rf_co2_wm2,1.6989719445919091
2011,Historical,rf_co2_wm2,1.715315879077814
2012,Historical,rf_co2_wm2,1.7506044047561882
2013,Historical,rf_co2_wm2,1.791295674050067
2014,Historical,rf_co2_wm2,1.8086830096379976
2015,SSP1-1.9,rf_co2_wm2,1.8344364162969329
2016,SSP1-1.9,rf_co2_wm2,1.8638541042436667
2017,SSP1-1.9,rf_co2_wm2,1.9053939270233538
2018,SSP1-1.9,rf_co2_wm2,1.946782847098503
2019,SSP1-1.9,rf_co2_wm2,1.9654827481770452
2020,SSP1-1.9,rf_co2_wm2,1.9959110719954507
2021,SSP1-1.9,rf_co2_wm2,2.0389501802373724
2022,SSP1-1.9,rf_co2_wm2,2.0811662675718248
2023,SSP1-1.9,rf_co2_wm2,2.1152058233158244
2024,SSP1-1.9,rf_co2_wm2,2.1439943282832257
2025,SSP1-1.9,rf_co2_wm2,2.1697561833515495
2026,SSP1-1.9,rf_co2_wm2,2.2054500703748525
2027,SSP1-1.9,rf_co2_wm2,2.2283116638637006
2028,SSP1-1.9,rf_co2_wm2,2.2545452214699826
2029,SSP1-1.9,rf_co2_wm2,2.2767680750893646
2030,SSP1-1.9,rf_co2_wm2,2.2943949687397467
2031,SSP1-1.9,rf_co2_wm2,2.320624850036739
2032,SSP1-1.9,rf_co2_wm2,2.336389981790407
2033,SSP1-1.9,rf_co2_wm2,2.3456866909592775
2034,SSP1-1.9,rf_co2_wm2,2.3552151484306085
2035,SSP1-1.9,rf_co2_wm2,2.3665676756509493
2036,SSP1-1.9,rf_co2_wm2,2.383644879430696
2037,SSP1-1.9,rf_co2_wm2,2.379081956190929
2038,SSP1-1.9,rf_co2_wm2,2.382933821214587
2039,SSP1-1.9,rf_co2_wm2,2.394174527087094
2040,SSP1-1.9,rf_co2_wm2,2.40411714644399
2041,SSP1-1.9,rf_co2_wm2,2.404475173638609
2042,SSP1-1.9,rf_co2_wm2,2.4055718204827907
2043,SSP1-1.9,rf_co2_wm2,2.4063853631880976
2044,SSP1-1.9,rf_co2_wm2,2.407019097569605
2045,SSP1-1.9,rf_co2_wm2,2.4077393169920644
2046,SSP1-1.9,rf_co2_wm2,2.402722102838353
2047,SSP1-1.9,rf_co2_wm2,2.4022926611223925
2048,SSP1-1.9,rf_co2_wm2,2.394743468874353
2049,SSP1-1.9,rf_co2_wm2,2.3815840810395157
2050,SSP1-1.9,rf_co2_wm2,2.3893587023001017
2051,SSP1-1.9,rf_co2_wm2,2.3872820681666376
2052,SSP1-1.9,rf_co2_wm2,2.3841049347558907
2053,SSP1-1.9,rf_co2_wm2,2.3686257858881588
2054,SSP1-1.9,rf_co2_wm2,2.3666176418748943
2055,SSP1-1.9,rf_co2_wm2,2.3641543285619604
2056,SSP1-1.9,rf_co2_wm2,2.349515773105097
2057,SSP1-1.9,rf_co2_wm2,2.346283948163092
2058,SSP1-1.9,rf_co2_wm2,2.340987453679857
2059,SSP1-1.9,rf_co2_wm2,2.336091305842005
2060,SSP1-1.9,rf_co2_wm2,2.3252637876461337
2061,SSP1-1.9,rf_co2_wm2,2.3182921579495273
2062,SSP1-1.9,rf_co2_wm2,2.3153461446773154
2063,SSP1-1.9,rf_co2_wm2,2.308425505452988
2064,SSP1-1.9,rf_co2_wm2,2.2925176290497653
2065,SSP1-1.9,rf_co2_wm2,2.2842706345707335
2066,SSP1-1.9,rf_co2_wm2,2.272991781695
2067,SSP1-1.9,rf_co2_wm2,2.259536948951504
2068,SSP1-1.9,rf_co2_wm2,2.2615842015150256
2069,SSP1-1.9,rf_co2_wm2,2.2539327320544085
2070,SSP1-1.9,rf_co2_wm2,2.2375166163355087
2071,SSP1-1.9,rf_co2_wm2,2.2345970343822987
2072,SSP1-1.9,rf_co2_wm2,2.2150233927631335
2073,SSP1-1.9,rf_co2_wm2,2.201675308492938
2074,SSP1-1.9,rf_co2_wm2,2.2009505521664137
2075,SSP1-1.9,rf_co2_wm2,2.1872880500635503
2076,SSP1-1.9,rf_co2_wm2,2.171816428716494
2077,SSP1-1.9,rf_co2_wm2,2.172463931789443
2078,SSP1-1.9,rf_co2_wm2,2.157330383831702
2079,SSP1-1.9,rf_co2_wm2,2.1456903037384167
2080,SSP1-1.9,rf_co2_wm2,2.1429278432425924
2081,SSP1-1.9,rf_co2_wm2,2.1239642647144934
2082,SSP1-1.9,rf_co2_wm2,2.1160528776832215
2083,SSP1-1.9,rf_co2_wm2,2.1061289342384786
2084,SSP1-1.9,rf_co2_wm2,2.0907101271911555
2085,SSP1-1.9,rf_co2_wm2,2.074993660334905
2086,SSP1-1.9,rf_co2_wm2,2.072225062321254
2087,SSP1-1.9,rf_co2_wm2,2.05689117218028
2088,SSP1-1.9,rf_co2_wm2,2.0381664861707636
2089,SSP1-1.9,rf_co2_wm2,2.031249174595194
2090,SSP1-1.9,rf_co2_wm2,2.0122391816190683
2091,SSP1-1.9,rf_co2_wm2,1.995792994496728
2092,SSP1-1.9,rf_co2_wm2,1.992398561415359
2093,SSP1-1.9,rf_co2_wm2,1.97136676551649
2094,SSP1-1.9,rf_co2_wm2,1.9516971359233286
2095,SSP1-1.9,rf_co2_wm2,1.9471422401820895
2096,SSP1-1.9,rf_co2_wm2,1.925369720062663
2097,SSP1-1.9,rf_co2_wm2,1.9091284617603697
2098,SSP1-1.9,rf_co2_wm2,1.899229057527922
2099,SSP1-1.9,rf_co2_wm2,1.8850717492474347
2100,SSP1-1.9,rf_co2_wm2,1.8699090277589503
2015,SSP1-2.6,rf_co2_wm2,1.8365091511628027
2016,SSP1-2.6,rf_co2_wm2,1.8627144603499726
2017,SSP1-2.6,rf_co2_wm2,1.9061226748034774
2018,SSP1-2.6,rf_co2_wm2,1.9378186845444914
2019,SSP1-2.6,rf_co2_wm2,1.9615868606921574
2020,SSP1-2.6,rf_co2_wm2,2.0036971717715053
2021,SSP1-2.6,rf_co2_wm2,2.0492363123629915
2022,SSP1-2.6,rf_co2_wm2,2.079722815379823
2023,SSP1-2.6,rf_co2_wm2,2.1061127948397127
2024,SSP1-2.6,rf_co2_wm2,2.1450665252639496
2025,SSP1-2.6,rf_co2_wm2,2.1812857231434872
2026,SSP1-2.6,rf_co2_wm2,2.2200477354403945
2027,SSP1-2.6,rf_co2_wm2,2.242432644932212
2028,SSP1-2.6,rf_co2_wm2,2.2702135764793896
2029,SSP1-2.6,rf_co2_wm2,2.3058867023918785
2030,SSP1-2.6,rf_co2_wm2,2.3381494134138987
2031,SSP1-2.6,rf_co2_wm2,2.368430116568902
2032,SSP1-2.6,rf_co2_wm2,2.3888189564023263
2033,SSP1-2.6,rf_co2_wm2,2.412169503732723
2034,SSP1-2.6,rf_co2_wm2,2.444986085282971
2035,SSP1-2.6,rf_co2_wm2,2.468009613898564
2036,SSP1-2.6,rf_co2_wm2,2.4888778989183638
2037,SSP1-2.6,rf_co2_wm2,2.516920405651113
2038,SSP1-2.6,rf_co2_wm2,2.5332543822979
2039,SSP1-2.6,rf_co2_wm2,2.555785490081273
2040,SSP1-2.6,rf_co2_wm2,2.571124925119129
2041,SSP1-2.6,rf_co2_wm2,2.5907322135993893
2042,SSP1-2.6,rf_co2_wm2,2.622010149165231
2043,SSP1-2.6,rf_co2_wm2,2.634497557373956
2044,SSP1-2.6,rf_co2_wm2,2.6434078290070824
2045,SSP1-2.6,rf_co2_wm2,2.6626587001076016
2046,SSP1-2.6,rf_co2_wm2,2.6798027265307103
2047,SSP1-2.6,rf_co2_wm2,2.6954064808778644
2048,SSP1-2.6,rf_co2_wm2,2.7038882240087934
2049,SSP1-2.6,rf_co2_wm2,2.718375902476407
2050,SSP1-2.6,rf_co2_wm2,2.7268937579095818
2051,SSP1-2.6,rf_co2_wm2,2.7319407894676058
2052,SSP1-2.6,rf_co2_wm2,2.744784572071619
2053,SSP1-2.6,rf_co2_wm2,2.7521128184269728
2054,SSP1-2.6,rf_co2_wm2,2.762964408797501
2055,SSP1-2.6,rf_co2_wm2,2.777187238811866
2056,SSP1-2.6,rf_co2_wm2,2.7786342686872545
2057,SSP1-2.6,rf_co2_wm2,2.7792624207539283
2058,SSP1-2.6,rf_co2_wm2,2.778654994325122
2059,SSP1-2.6,rf_co2_wm2,2.780134543175239
2060,SSP1-2.6,rf_co2_wm2,2.7918731338306237
2061,SSP1-2.6,rf_co2_wm2,2.8071240055528635
2062,SSP1-2.6,rf_co2_wm2,2.805015339823756
2063,SSP1-2.6,rf_co2_wm2,2.8022033559216744
2064,SSP1-2.6,rf_co2_wm2,2.800438866677213
2065,SSP1-2.6,rf_co2_wm2,2.798695838607273
2066,SSP1-2.6,rf_co2_wm2,2.804229164055058
2067,SSP1-2.6,rf_co2_wm2,2.801499598935387
2068,SSP1-2.6,rf_co2_wm2,2.803077251844896
2069,SSP1-2.6,rf_co2_wm2,2.808140583992793
2070,SSP1-2.6,rf_co2_wm2,2.8039280227067582
2071,SSP1-2.6,rf_co2_wm2,2.7951127313351853
2072,SSP1-2.6,rf_co2_wm2,2.792506548634682
2073,SSP1-2.6,rf_co2_wm2,2.7886777777157286
2074,SSP1-2.6,rf_co2_wm2,2.7901901365610433
2075,SSP1-2.6,rf_co2_wm2,2.7869872074050703
